,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
36577,Manhattan,138,3,24,Medium,1
36581,Brooklyn,140,3,33,Medium,116
36585,Manhattan,120,2,27,Medium,188
36601,Brooklyn,120,3,23,Medium,121
36602,Manhattan,155,1,50,Medium,8
36610,Manhattan,125,1,11,Medium,0
36626,Manhattan,220,3,21,Medium,24
36630,Manhattan,120,1,44,Medium,4
36663,Brooklyn,200,3,21,Medium,327
36665,Brooklyn,129,3,42,Medium,233
36667,Queens,165,2,29,Medium,362
36673,Brooklyn,125,3,19,Medium,225
36675,Manhattan,195,30,21,Medium,117
36679,Queens,149,1,40,Medium,0
36681,Manhattan,320,3,40,High,95
36688,Manhattan,150,2,25,Medium,129
36698,Manhattan,159,2,26,Medium,343
36701,Manhattan,999,1,12,High,213
36720,Manhattan,105,2,15,Medium,160
36721,Brooklyn,115,3,38,Medium,131
36724,Manhattan,150,3,16,Medium,50
36726,Brooklyn,110,1,52,Medium,81
36727,Brooklyn,199,2,11,Medium,0
36728,Brooklyn,180,5,18,Medium,106
36729,Bronx,200,1,13,Medium,0
36750,Queens,150,1,75,Medium,69
36763,Manhattan,280,30,32,Medium,112
36765,Manhattan,200,30,16,Medium,164
36767,Brooklyn,122,2,38,Medium,211
36771,Manhattan,240,2,12,Medium,0
36775,Brooklyn,119,1,32,Medium,276
36776,Brooklyn,125,1,11,Medium,39
36777,Brooklyn,140,3,23,Medium,285
36785,Brooklyn,135,3,18,Medium,307
36795,Brooklyn,175,1,27,Medium,276
36811,Manhattan,250,2,20,Medium,0
36815,Brooklyn,149,2,73,Medium,93
36823,Manhattan,130,1,26,Medium,243
36826,Queens,150,7,15,Medium,69
36830,Manhattan,125,3,13,Medium,14
36842,Manhattan,325,1,16,High,7
36852,Brooklyn,249,2,38,Medium,46
36855,Queens,199,1,11,Medium,113
36858,Brooklyn,149,3,22,Medium,13
36894,Brooklyn,150,1,13,Medium,0
36896,Brooklyn,150,1,77,Medium,77
36897,Manhattan,225,2,47,Medium,101
36903,Queens,188,2,15,Medium,59
36906,Brooklyn,300,1,12,High,175
36907,Queens,150,1,29,Medium,360
36919,Manhattan,125,2,14,Medium,0
36923,Manhattan,102,1,17,Medium,75
36931,Manhattan,599,2,25,High,244
36932,Brooklyn,225,1,27,Medium,339
36934,Manhattan,250,1,12,Medium,323
36949,Manhattan,200,1,34,Medium,0
36964,Manhattan,190,3,37,Medium,120
36967,Brooklyn,181,1,35,Medium,37
36970,Queens,179,2,31,Medium,239
36971,Manhattan,175,2,17,Medium,0
36992,Manhattan,149,1,32,Medium,317
36997,Brooklyn,130,1,13,Medium,64
37001,Queens,185,2,55,Medium,99
37002,Manhattan,182,30,31,Medium,12
37011,Brooklyn,150,2,13,Medium,160
37014,Brooklyn,190,2,17,Medium,0
37021,Manhattan,125,2,13,Medium,126
37029,Brooklyn,105,2,17,Medium,245
37055,Manhattan,119,1,58,Medium,0
37075,Brooklyn,150,2,40,Medium,31
37085,Brooklyn,150,8,12,Medium,34
37087,Manhattan,140,2,18,Medium,0
37088,Manhattan,153,1,25,Medium,32
37092,Manhattan,345,2,29,High,100
37093,Manhattan,125,2,19,Medium,37
37095,Manhattan,180,4,13,Medium,55
37097,Manhattan,625,4,26,High,321
37098,Manhattan,120,2,14,Medium,365
37102,Manhattan,147,1,13,Medium,177
37106,Manhattan,298,1,16,Medium,300
37107,Manhattan,499,5,28,High,145
37108,Queens,150,1,14,Medium,2
37110,Manhattan,145,1,30,Medium,144
37114,Manhattan,240,2,44,Medium,93
37120,Brooklyn,128,1,31,Medium,13
37125,Manhattan,700,1,29,High,256
37130,Manhattan,108,3,15,Medium,0
37131,Manhattan,120,1,52,Medium,31
37156,Manhattan,129,2,13,Medium,0
37163,Manhattan,150,1,11,Medium,356
37167,Manhattan,119,2,24,Medium,120
37169,Brooklyn,305,1,15,High,43
37176,Queens,349,2,27,High,303
37181,Brooklyn,139,1,12,Medium,134
37186,Manhattan,125,1,19,Medium,230
37189,Brooklyn,180,2,41,Medium,76
37206,Brooklyn,125,3,13,Medium,0
37230,Manhattan,123,4,13,Medium,1
37235,Manhattan,260,2,20,Medium,242
37251,Brooklyn,150,3,14,Medium,153
37258,Manhattan,170,2,19,Medium,184
37280,Brooklyn,175,2,21,Medium,164
37282,Manhattan,199,1,41,Medium,228
37287,Manhattan,399,1,36,High,201
37290,Brooklyn,139,1,16,Medium,363
37294,Brooklyn,150,3,15,Medium,19
37304,Queens,120,1,30,Medium,6
37305,Manhattan,125,2,33,Medium,191
37312,Brooklyn,110,1,20,Medium,290
37317,Staten Island,140,2,12,Medium,340
37319,Manhattan,200,2,17,Medium,254
37320,Manhattan,125,5,18,Medium,1
37326,Brooklyn,139,3,36,Medium,58
37331,Manhattan,195,1,54,Medium,181
37344,Brooklyn,165,2,19,Medium,102
37347,Brooklyn,250,2,23,Medium,311
37352,Brooklyn,102,1,56,Medium,14
37353,Brooklyn,200,3,29,Medium,144
37355,Brooklyn,102,1,48,Medium,20
37362,Manhattan,125,2,28,Medium,255
37363,Manhattan,110,3,15,Medium,0
37365,Brooklyn,250,2,24,Medium,282
37377,Manhattan,170,3,22,Medium,128
37380,Queens,298,2,12,Medium,365
37383,Brooklyn,120,2,13,Medium,108
37388,Manhattan,189,4,16,Medium,323
37401,Manhattan,103,3,38,Medium,99
37402,Queens,115,3,15,Medium,10
37405,Manhattan,229,2,21,Medium,70
37413,Brooklyn,108,3,15,Medium,8
37416,Staten Island,109,3,21,Medium,121
37422,Brooklyn,191,1,42,Medium,28
37430,Queens,200,29,14,Medium,364
37441,Manhattan,160,1,27,Medium,302
37443,Manhattan,399,2,29,High,234
37444,Brooklyn,115,1,89,Medium,278
37461,Queens,485,1,24,High,347
37474,Brooklyn,120,1,36,Medium,334
37478,Manhattan,155,5,14,Medium,29
37483,Queens,151,2,33,Medium,309
37494,Manhattan,139,4,14,Medium,28
37504,Brooklyn,135,5,21,Medium,206
37511,Brooklyn,250,3,15,Medium,43
37516,Manhattan,179,1,20,Medium,268
37519,Manhattan,150,1,11,Medium,0
37527,Brooklyn,200,1,24,Medium,290
37536,Brooklyn,160,2,19,Medium,0
37544,Brooklyn,300,2,15,High,273
37550,Brooklyn,150,3,22,Medium,50
37561,Manhattan,175,6,23,Medium,232
37562,Brooklyn,175,4,12,Medium,142
37564,Manhattan,265,6,33,Medium,95
37573,Brooklyn,285,5,29,Medium,74
37581,Brooklyn,120,2,26,Medium,63
37587,Manhattan,135,1,50,Medium,316
37601,Brooklyn,165,3,37,Medium,34
37604,Manhattan,145,1,61,Medium,283
37616,Manhattan,107,1,22,Medium,141
37645,Manhattan,250,1,24,Medium,280
37648,Manhattan,160,2,11,Medium,0
37650,Bronx,130,1,11,Medium,363
37667,Manhattan,700,4,46,High,126
37671,Brooklyn,110,2,20,Medium,284
37678,Brooklyn,110,2,16,Medium,276
37682,Brooklyn,110,2,42,Medium,90
37687,Brooklyn,110,2,29,Medium,19
37690,Manhattan,129,1,11,Medium,177
37693,Manhattan,129,1,11,Medium,177
37700,Brooklyn,125,1,33,Medium,0
37706,Manhattan,300,4,28,High,217
37721,Brooklyn,137,2,21,Medium,63
37722,Brooklyn,148,2,39,Medium,34
37732,Brooklyn,130,2,17,Medium,9
37737,Queens,105,1,28,Medium,113
37750,Manhattan,399,1,18,High,248
37766,Manhattan,550,3,50,High,199
37775,Manhattan,140,2,31,Medium,272
37777,Manhattan,115,1,54,Medium,0
37785,Brooklyn,140,2,27,Medium,201
37788,Manhattan,199,1,20,Medium,359
37805,Brooklyn,120,3,11,Medium,71
37808,Brooklyn,135,1,14,Medium,355
37809,Brooklyn,150,3,16,Medium,66
37811,Manhattan,145,2,12,Medium,37
37812,Manhattan,132,2,18,Medium,123
37817,Manhattan,692,1,33,High,256
37820,Manhattan,300,1,14,High,5
37822,Brooklyn,147,6,14,Medium,14
37834,Brooklyn,195,3,12,Medium,112
37846,Manhattan,200,2,22,Medium,283
37850,Manhattan,120,1,20,Medium,357
37860,Queens,220,2,58,Medium,144
37861,Brooklyn,139,1,23,Medium,238
37877,Manhattan,201,2,33,Medium,227
37883,Queens,110,2,27,Medium,137
37884,Brooklyn,200,2,30,Medium,76
37888,Manhattan,180,1,17,Medium,334
37890,Brooklyn,174,2,27,Medium,126
37892,Brooklyn,125,3,16,Medium,4
37895,Manhattan,400,3,14,High,0
37908,Manhattan,160,5,20,Medium,0
37924,Manhattan,107,1,19,Medium,156
37934,Brooklyn,120,1,39,Medium,196
37942,Brooklyn,129,3,30,Medium,81
37947,Brooklyn,160,2,33,Medium,246
37959,Manhattan,249,2,13,Medium,0
37968,Manhattan,159,2,29,Medium,209
37970,Manhattan,199,2,18,Medium,171
37973,Manhattan,150,3,11,Medium,49
37975,Manhattan,150,2,29,Medium,11
37988,Brooklyn,170,2,36,Medium,191
37997,Staten Island,120,3,15,Medium,166
38000,Brooklyn,135,2,29,Medium,80
38003,Manhattan,345,7,15,High,21
38006,Manhattan,182,2,28,Medium,64
38016,Brooklyn,125,3,20,Medium,339
38023,Brooklyn,219,3,16,Medium,332
38024,Manhattan,250,3,18,Medium,51
38025,Queens,135,1,69,Medium,158
38030,Queens,155,1,59,Medium,287
38057,Manhattan,240,4,18,Medium,24
38066,Manhattan,499,2,14,High,236
38071,Manhattan,179,1,27,Medium,327
38072,Manhattan,199,1,25,Medium,324
38080,Manhattan,269,1,29,Medium,1
38085,Brooklyn,250,2,30,Medium,274
38092,Brooklyn,120,2,12,Medium,89
38102,Manhattan,195,3,14,Medium,158
38105,Queens,136,2,17,Medium,348
38106,Brooklyn,250,2,16,Medium,78
38115,Manhattan,129,1,18,Medium,140
38118,Queens,125,3,14,Medium,42
38119,Queens,150,1,14,Medium,89
38129,Brooklyn,149,2,20,Medium,263
38138,Manhattan,209,2,11,Medium,73
38140,Manhattan,125,2,12,Medium,7
38150,Brooklyn,130,2,20,Medium,139
38157,Brooklyn,149,3,14,Medium,0
38162,Manhattan,259,1,14,Medium,0
38176,Manhattan,240,7,14,Medium,305
38180,Manhattan,160,3,14,Medium,0
38181,Queens,178,5,14,Medium,143
38188,Manhattan,160,1,51,Medium,25
38193,Brooklyn,150,2,41,Medium,60
38195,Brooklyn,120,3,22,Medium,16
38199,Manhattan,350,3,17,High,33
38204,Manhattan,550,2,30,High,72
38214,Brooklyn,150,3,15,Medium,77
38239,Manhattan,300,3,21,High,308
38240,Manhattan,285,3,12,Medium,313
38242,Manhattan,140,5,24,Medium,48
38249,Manhattan,195,30,13,Medium,305
38255,Manhattan,199,1,21,Medium,133
38257,Manhattan,199,1,24,Medium,155
38259,Manhattan,179,1,24,Medium,165
38269,Brooklyn,175,1,16,Medium,9
38274,Manhattan,188,2,12,Medium,0
38277,Manhattan,400,4,39,High,265
38291,Brooklyn,120,3,43,Medium,56
38293,Brooklyn,110,1,13,Medium,6
38296,Manhattan,130,3,17,Medium,84
38298,Manhattan,185,4,23,Medium,230
38328,Manhattan,115,3,19,Medium,0
38348,Manhattan,230,2,13,Medium,0
38355,Manhattan,107,1,25,Medium,169
38357,Brooklyn,125,1,27,Medium,18
38362,Manhattan,182,3,16,Medium,301
38363,Manhattan,227,3,16,Medium,321
38374,Manhattan,175,1,24,Medium,365
38391,Brooklyn,175,5,20,Medium,12
38405,Manhattan,200,2,13,Medium,224
38415,Staten Island,138,1,51,Medium,291
38420,Brooklyn,249,1,20,Medium,39
38424,Brooklyn,149,3,31,Medium,224
38431,Queens,207,1,13,Medium,346
38440,Manhattan,315,2,15,High,365
38455,Manhattan,139,1,20,Medium,355
38459,Manhattan,135,1,13,Medium,0
38481,Staten Island,119,2,17,Medium,175
38505,Manhattan,195,1,12,Medium,85
38506,Manhattan,225,3,15,Medium,25
38510,Manhattan,399,6,15,High,47
38514,Manhattan,265,1,18,Medium,46
38531,Brooklyn,119,2,28,Medium,3
38533,Manhattan,264,1,49,Medium,296
38536,Manhattan,145,1,51,Medium,29
38543,Manhattan,180,3,20,Medium,79
38548,Manhattan,115,3,18,Medium,255
38550,Brooklyn,120,2,11,Medium,117
38565,Bronx,120,2,13,Medium,97
38566,Manhattan,418,1,16,High,328
38570,Manhattan,110,1,21,Medium,256
38572,Queens,120,3,16,Medium,60
38573,Manhattan,125,3,18,Medium,20
38586,Manhattan,200,2,19,Medium,0
38589,Brooklyn,150,3,26,Medium,241
38620,Manhattan,175,2,17,Medium,27
38628,Manhattan,189,1,13,Medium,338
38633,Manhattan,180,4,12,Medium,172
38635,Manhattan,214,3,20,Medium,279
38638,Brooklyn,195,2,14,Medium,28
38645,Manhattan,119,2,15,Medium,12
38655,Manhattan,150,2,15,Medium,9
38657,Brooklyn,250,2,26,Medium,266
38761,Manhattan,453,1,16,High,113
38810,Brooklyn,250,2,29,Medium,121
38816,Manhattan,240,2,11,Medium,258
38819,Manhattan,313,1,22,High,28
38823,Manhattan,308,1,39,High,269
38834,Brooklyn,115,3,22,Medium,44
38836,Manhattan,243,2,14,Medium,93
38840,Manhattan,115,1,20,Medium,67
38845,Brooklyn,120,4,19,Medium,8
38846,Manhattan,140,1,22,Medium,334
38865,Queens,150,1,51,Medium,248
38872,Brooklyn,125,2,22,Medium,82
38875,Manhattan,199,1,17,Medium,334
38880,Manhattan,199,1,17,Medium,354
38881,Manhattan,199,1,17,Medium,347
38882,Manhattan,179,1,20,Medium,364
38884,Manhattan,179,1,18,Medium,364
38885,Manhattan,179,1,16,Medium,363
38886,Manhattan,179,1,13,Medium,361
38903,Brooklyn,300,3,14,High,311
38907,Brooklyn,160,1,35,Medium,269
38909,Manhattan,805,4,19,High,168
38914,Manhattan,115,1,22,Medium,33
38916,Manhattan,275,30,35,Medium,253
38961,Manhattan,443,1,28,High,293
38965,Manhattan,112,3,14,Medium,16
38966,Brooklyn,125,2,22,Medium,122
38968,Brooklyn,392,1,19,High,337
38969,Brooklyn,150,1,18,Medium,175
38984,Brooklyn,185,2,30,Medium,281
38985,Brooklyn,125,2,17,Medium,0
38992,Manhattan,261,2,18,Medium,143
39003,Queens,109,2,50,Medium,0
39009,Brooklyn,125,2,13,Medium,360
39017,Brooklyn,125,2,23,Medium,60
39019,Brooklyn,243,1,23,Medium,107
39032,Manhattan,275,3,11,Medium,36
39048,Brooklyn,165,1,24,Medium,213
39049,Brooklyn,120,2,11,Medium,62
39072,Manhattan,359,1,36,High,175
39119,Manhattan,135,1,11,Medium,330
39121,Manhattan,179,1,12,Medium,175
39132,Brooklyn,150,3,26,Medium,93
39140,Brooklyn,125,2,30,Medium,243
39145,Brooklyn,392,1,18,High,318
39146,Manhattan,125,4,21,Medium,52
39148,Brooklyn,360,2,26,High,21
39196,Manhattan,195,3,11,Medium,13
39200,Manhattan,240,2,14,Medium,156
39209,Manhattan,150,1,16,Medium,20
39225,Brooklyn,349,2,15,High,349
39226,Queens,125,2,26,Medium,21
39228,Brooklyn,231,1,23,Medium,335
39235,Brooklyn,125,3,18,Medium,96
39236,Manhattan,199,3,21,Medium,228
39241,Manhattan,250,20,14,Medium,315
39255,Manhattan,250,2,26,Medium,60
39288,Manhattan,250,2,28,Medium,0
39293,Manhattan,299,3,23,Medium,207
39296,Manhattan,209,1,25,Medium,84
39310,Manhattan,175,1,11,Medium,250
39321,Brooklyn,200,1,28,Medium,30
39349,Brooklyn,140,2,19,Medium,35
39352,Manhattan,285,3,16,Medium,241
39360,Manhattan,133,1,17,Medium,87
39361,Manhattan,130,1,19,Medium,81
39362,Manhattan,172,1,18,Medium,85
39371,Brooklyn,110,2,38,Medium,294
39372,Brooklyn,120,2,27,Medium,8
39374,Manhattan,250,2,14,Medium,364
39377,Queens,179,2,29,Medium,116
39379,Brooklyn,500,3,32,High,0
39387,Manhattan,228,2,29,Medium,78
39390,Brooklyn,179,1,15,Medium,0
39391,Queens,283,2,11,Medium,303
39408,Brooklyn,110,2,17,Medium,243
39413,Manhattan,150,5,16,Medium,3
39421,Brooklyn,150,2,17,Medium,244
39443,Queens,120,2,41,Medium,66
39460,Manhattan,550,2,12,High,126
39465,Manhattan,150,2,25,Medium,19
39469,Brooklyn,140,3,12,Medium,66
39473,Manhattan,239,1,13,Medium,345
39488,Manhattan,220,2,15,Medium,286
39502,Brooklyn,150,2,18,Medium,299
39504,Manhattan,116,3,17,Medium,0
39512,Manhattan,350,1,27,High,95
39516,Manhattan,120,4,20,Medium,31
39519,Manhattan,250,2,39,Medium,0
39520,Brooklyn,160,3,22,Medium,110
39535,Manhattan,432,1,20,High,325
39539,Brooklyn,185,1,17,Medium,48
39555,Manhattan,129,1,30,Medium,49
39557,Queens,122,2,17,Medium,73
39558,Manhattan,129,1,37,Medium,59
39563,Manhattan,180,3,29,Medium,126
39564,Manhattan,160,3,30,Medium,73
39565,Manhattan,130,3,27,Medium,114
39573,Brooklyn,444,1,15,High,326
39587,Manhattan,350,2,32,High,198
39591,Manhattan,225,3,20,Medium,68
39600,Manhattan,185,2,23,Medium,295
39604,Manhattan,120,1,31,Medium,321
39607,Brooklyn,250,3,16,Medium,271
39609,Brooklyn,114,2,21,Medium,68
39641,Manhattan,190,3,13,Medium,115
39656,Manhattan,499,2,15,High,297
39658,Manhattan,240,2,12,Medium,304
39662,Brooklyn,109,1,16,Medium,66
39666,Brooklyn,145,1,11,Medium,118
39676,Manhattan,140,2,12,Medium,122
39682,Manhattan,350,30,11,High,275
39685,Manhattan,180,1,24,Medium,85
39690,Manhattan,350,4,17,High,23
39695,Manhattan,155,2,18,Medium,123
39703,Manhattan,125,2,22,Medium,230
39717,Manhattan,180,3,15,Medium,166
39729,Manhattan,420,2,20,High,76
39737,Manhattan,380,2,12,High,0
39740,Manhattan,443,1,30,High,165
39742,Manhattan,116,2,28,Medium,99
39743,Manhattan,119,3,32,Medium,239
39746,Bronx,150,3,29,Medium,109
39747,Manhattan,179,2,17,Medium,229
39759,Manhattan,255,2,14,Medium,81
39786,Manhattan,150,2,14,Medium,7
39790,Brooklyn,113,3,13,Medium,118
39796,Manhattan,499,1,18,High,356
39797,Bronx,200,1,34,Medium,347
39817,Queens,200,2,23,Medium,265
39823,Manhattan,134,1,33,Medium,20
39824,Manhattan,150,2,12,Medium,184
39825,Brooklyn,105,2,14,Medium,144
39827,Manhattan,250,3,22,Medium,244
39831,Manhattan,180,2,15,Medium,57
39842,Brooklyn,200,2,15,Medium,0
39854,Manhattan,230,1,17,Medium,282
39866,Brooklyn,450,1,12,High,334
39873,Brooklyn,199,3,16,Medium,129
39874,Manhattan,183,2,35,Medium,294
39877,Brooklyn,104,3,30,Medium,43
39884,Manhattan,205,4,17,Medium,44
39894,Manhattan,130,2,11,Medium,4
39902,Manhattan,370,3,20,High,155
39909,Manhattan,150,4,12,Medium,72
39914,Brooklyn,200,1,19,Medium,285
39917,Manhattan,400,4,17,High,0
39919,Manhattan,135,3,28,Medium,141
39941,Manhattan,149,1,15,Medium,35
39950,Manhattan,649,2,17,High,281
39967,Manhattan,249,1,13,Medium,81
39976,Manhattan,399,5,21,High,118
39998,Brooklyn,130,2,25,Medium,261
40004,Manhattan,300,2,13,High,16
40008,Manhattan,310,31,18,High,7
40009,Manhattan,209,1,20,Medium,53
40010,Manhattan,247,2,24,Medium,263
40011,Manhattan,300,1,12,High,357
40023,Bronx,200,1,26,Medium,80
40062,Brooklyn,112,1,29,Medium,84
40066,Brooklyn,150,1,13,Medium,89
40073,Queens,200,1,29,Medium,148
40081,Manhattan,115,3,15,Medium,116
40082,Manhattan,250,1,36,Medium,10
40084,Manhattan,155,3,18,Medium,70
40087,Brooklyn,185,1,14,Medium,37
40092,Manhattan,279,1,12,Medium,0
40094,Brooklyn,125,2,32,Medium,57
40106,Manhattan,299,3,13,Medium,212
40116,Brooklyn,300,2,12,High,352
40121,Manhattan,199,2,18,Medium,16
40125,Brooklyn,125,3,15,Medium,227
40149,Manhattan,250,2,20,Medium,1
40163,Brooklyn,156,2,30,Medium,21
40167,Bronx,175,2,14,Medium,79
40191,Manhattan,478,3,25,High,148
40193,Queens,400,2,15,High,34
40199,Manhattan,365,2,19,High,28
40202,Brooklyn,120,2,15,Medium,20
40210,Manhattan,115,2,12,Medium,33
40259,Manhattan,150,3,15,Medium,7
40266,Manhattan,160,5,14,Medium,205
40272,Brooklyn,251,1,17,Medium,340
40294,Brooklyn,110,3,20,Medium,98
40341,Manhattan,209,1,19,Medium,81
40347,Brooklyn,140,2,12,Medium,284
40355,Manhattan,190,3,15,Medium,293
40369,Manhattan,225,2,11,Medium,280
40372,Queens,175,2,19,Medium,147
40382,Manhattan,199,1,26,Medium,72
40388,Manhattan,199,2,12,Medium,110
40401,Manhattan,1299,2,15,High,273
40404,Manhattan,156,1,21,Medium,46
40409,Manhattan,110,4,13,Medium,197
40410,Manhattan,114,3,13,Medium,50
40416,Manhattan,116,3,17,Medium,42
40418,Queens,200,1,12,Medium,139
40452,Brooklyn,300,2,16,High,92
40462,Manhattan,109,5,17,Medium,35
40477,Manhattan,145,1,28,Medium,169
40478,Bronx,247,2,15,Medium,322
40484,Manhattan,599,4,11,High,140
40486,Manhattan,110,7,13,Medium,13
40493,Manhattan,225,25,22,Medium,268
40523,Manhattan,350,1,25,High,0
40530,Manhattan,219,1,20,Medium,322
40534,Manhattan,235,2,28,Medium,8
40543,Manhattan,150,2,17,Medium,19
40547,Manhattan,289,2,17,Medium,72
40550,Manhattan,250,3,11,Medium,110
40552,Brooklyn,120,1,13,Medium,0
40553,Queens,149,3,14,Medium,30
40565,Manhattan,115,1,12,Medium,0
40566,Manhattan,400,5,15,High,148
40569,Manhattan,110,4,20,Medium,227
40592,Brooklyn,175,2,23,Medium,227
40598,Manhattan,250,3,21,Medium,148
40614,Queens,121,1,13,Medium,90
40616,Manhattan,199,3,20,Medium,123
40645,Manhattan,180,3,13,Medium,0
40648,Manhattan,350,1,46,High,342
40652,Brooklyn,120,3,12,Medium,0
40669,Brooklyn,129,1,28,Medium,93
40687,Brooklyn,140,2,12,Medium,48
40694,Brooklyn,149,2,24,Medium,194
40700,Manhattan,190,1,46,Medium,232
40710,Queens,175,2,11,Medium,172
40716,Brooklyn,120,5,12,Medium,107
40737,Brooklyn,136,2,18,Medium,74
40740,Manhattan,175,2,16,Medium,233
40745,Manhattan,255,2,13,Medium,239
40746,Manhattan,250,2,11,Medium,0
40748,Manhattan,119,1,18,Medium,302
40760,Brooklyn,140,2,30,Medium,135
40764,Brooklyn,200,2,14,Medium,330
40771,Manhattan,167,5,13,Medium,91
40781,Brooklyn,200,5,14,Medium,96
40782,Brooklyn,165,2,13,Medium,273
40808,Manhattan,299,1,13,Medium,61
40819,Queens,135,1,17,Medium,0
40831,Manhattan,325,1,33,High,217
40854,Bronx,115,3,19,Medium,228
40859,Manhattan,209,3,12,Medium,107
40868,Manhattan,130,3,15,Medium,15
40870,Brooklyn,160,1,22,Medium,237
40874,Brooklyn,280,1,12,Medium,250
40877,Manhattan,129,1,23,Medium,109
40885,Manhattan,200,2,17,Medium,79
40886,Brooklyn,250,2,19,Medium,295
40893,Manhattan,250,1,21,Medium,271
40907,Brooklyn,126,3,23,Medium,6
40914,Manhattan,495,2,15,High,156
40916,Brooklyn,130,1,57,Medium,337
40931,Queens,115,1,30,Medium,85
40941,Manhattan,145,4,20,Medium,310
40947,Manhattan,145,4,17,Medium,265
40948,Manhattan,225,1,19,Medium,50
40977,Brooklyn,115,1,19,Medium,345
40978,Brooklyn,200,2,11,Medium,269
40979,Brooklyn,110,1,48,Medium,250
40988,Queens,250,2,12,Medium,137
41006,Brooklyn,120,2,17,Medium,214
41010,Brooklyn,159,1,12,Medium,259
41030,Manhattan,113,1,20,Medium,96
41033,Brooklyn,200,2,15,Medium,300
41037,Queens,275,1,11,Medium,280
41042,Manhattan,250,1,41,Medium,125
41045,Manhattan,225,1,13,Medium,83
41056,Brooklyn,135,2,33,Medium,9
41058,Bronx,289,2,14,Medium,356
41060,Brooklyn,160,2,22,Medium,289
41061,Brooklyn,149,3,19,Medium,231
41066,Brooklyn,199,2,20,Medium,61
41075,Manhattan,276,3,12,Medium,277
41081,Brooklyn,128,2,13,Medium,27
41092,Manhattan,211,3,21,Medium,30
41100,Brooklyn,110,1,19,Medium,34
41110,Brooklyn,120,4,13,Medium,13
41111,Queens,144,2,19,Medium,18
41136,Brooklyn,165,2,18,Medium,61
41164,Manhattan,450,1,12,High,325
41169,Brooklyn,160,3,13,Medium,252
41196,Brooklyn,190,4,13,Medium,241
41199,Manhattan,120,1,29,Medium,198
41200,Brooklyn,150,3,15,Medium,35
41208,Manhattan,150,2,17,Medium,16
41210,Queens,115,2,15,Medium,44
41225,Manhattan,150,1,20,Medium,272
41231,Brooklyn,119,3,11,Medium,24
41236,Manhattan,300,1,19,High,166
41250,Queens,150,1,24,Medium,236
41251,Manhattan,180,3,26,Medium,53
41253,Brooklyn,250,5,13,Medium,194
41269,Queens,300,2,20,High,298
41271,Manhattan,175,4,12,Medium,231
41273,Manhattan,150,1,18,Medium,0
41274,Manhattan,200,1,30,Medium,2
41278,Manhattan,180,1,13,Medium,296
41280,Manhattan,125,1,13,Medium,132
41292,Manhattan,250,3,18,Medium,26
41302,Brooklyn,167,2,20,Medium,284
41306,Brooklyn,125,2,18,Medium,28
41314,Manhattan,295,3,22,Medium,228
41318,Brooklyn,245,4,13,Medium,272
41323,Queens,145,1,14,Medium,331
41329,Manhattan,250,4,17,Medium,200
41332,Brooklyn,418,2,20,High,153
41336,Manhattan,250,1,11,Medium,336
41353,Manhattan,200,2,13,Medium,352
41361,Brooklyn,130,3,15,Medium,119
41367,Manhattan,250,2,17,Medium,71
41377,Manhattan,472,2,12,High,234
41378,Manhattan,256,2,16,Medium,329
41390,Manhattan,454,2,11,High,297
41395,Manhattan,377,2,15,High,273
41396,Manhattan,229,2,14,Medium,323
41397,Manhattan,234,2,12,Medium,340
41400,Manhattan,404,2,15,High,310
41401,Manhattan,252,2,12,Medium,302
41404,Manhattan,412,2,13,High,341
41411,Manhattan,214,2,11,Medium,312
41415,Manhattan,201,2,20,Medium,333
41419,Manhattan,451,2,15,High,254
41421,Manhattan,252,2,15,Medium,260
41426,Manhattan,242,2,15,Medium,261
41430,Manhattan,228,2,11,Medium,355
41434,Manhattan,468,2,11,High,267
41439,Manhattan,248,2,17,Medium,271
41442,Manhattan,230,2,12,Medium,357
41445,Manhattan,214,2,11,Medium,304
41456,Manhattan,380,2,12,High,302
41460,Manhattan,231,2,13,Medium,331
41474,Manhattan,229,2,11,Medium,329
41475,Brooklyn,200,3,17,Medium,142
41480,Manhattan,150,1,23,Medium,106
